6943;20386;conscious;"1) (психол.) сознание; сознательная психическая деятельность  2) сознающий, понимающий  3) осознанный, сознательный  4) ощущающий  5) predic находящийся в сознании  6) здравый; мыслящий  7) (-conscious) как компонент сложных слов со значением: осознающий  8) тонко чувствующий, чувствительный (к чему-л.)"
6944;20387;consciously;1) сознательно, осознанно, с сознанием  2) преднамеренно, умышленно
10773;117222;conscience;совесть
10581;118176;prick;"1) шип; колючка; игла  2) укол, прокол  3) угрызение  4) острие; игла для прочистки; шило  5) (уст.) стрекало  6) точка, след (на поверхности от острого инструмента)  7) (вет.) заковка (на ноге лошади)  8) след зайца  9) (с-х.) виток табака  10) (груб.) половой член  11) (ам.) (груб.) самодовольный глупец; мошенник, мерзавец   12) колоть  13) колоться  14) прокалывать  15) чувствовать колющую боль, колотье  16) мучить, терзать  17) (at) вонзать (что-либо острое), наносить удар (чем-л. острым)  18) (тех.) прочищать иглой; просверливать; накернивать  19) заковать (ногу лошади при ковке)  20) обозначать пунктиром  21) (мор.) прокладывать курс (на карте (тж.) prick out)  22) накладывать, прокладывать (узор)  23) (тж. prick down, prick off) делать пометки (в списке и т. п.)  24) назначать по списку лиц на должность шерифа и т. п.  25) отмечать; обозначать (на бумаге)  26) (мор.) прошивать парус  27) оставлять след (о зайце)  28) преследовать зайца (по следу)  29) (уст.) пришпоривать; быстро ехать верхом  30) подстрекать, побуждать (тж. prick on)  31) прокисать (о вине, пиве и т. п.) "
10626;118221;preserve;"1) (обыкн.) (мн.ч.) варенье; презервы; консервы  2) охотничий или рыболовный заповедник  3) что-либо предназначенное для ограниченного круга людей  4) защитные очки  5) сохранять, оберегать  6) хранить (фрукты, овощи и т. п.)  7) хранить, коптить  8) охранять (от браконьеров)  9) разводить (животных, птиц, рыбу в заповеднике)"
7217;75223;precedently;прежде, раньше, в прошлом
7211;75217;precede;1) предшествовать  2) быть, находиться или идти впереди  3) предпосылать  4) превосходить, быть выше по положению, должности, званию и т. п.  5) превосходить по важности
10566;118161;preach;"1) (разг.) проповедь  2) проповедовать; читать проповедь  3) проповедовать; выступать в защиту (чего-л.)  4) поучать, читать нравоучения, наставления "
6403;74413;pop;"1) отрывистый звук; хлопанье; хлопок; щелк; щелчок; треск  2) выстрел  3) (сл.) пистолет, револьвер  4) шипучий напиток  5) легкий (высокий) мяч (бейсбол; (тж.) pop fly)  6) след легкого быстрого прикосновения  7) (простореч.) заклад  8) (авт.) хлопок (в глушителе)   9) хлоп; с шумом, с треском  10) внезапно   11) хлопать; щелкать; с треском лопаться; трескаться  12) выбивать с треском  13) лопаться, взрываться, трескаться (о поджариваемых кукурузных зернах)  14) (ам.) поджаривать кукурузные зерна (так, чтобы они лопались)  15) (разг.) (тж. pop off) стрелять, палить  16) (разг.) (тж. pop off) подстрелить  17) (in, into) (разг.) быстро или неожиданно (в)сунуть  18) (out of) высунуть  19) (out of) высунуться  20) (out of) вылезать из орбит, широко раскрываться (о глазах)  21) (разг.) внезапно появиться; зайти неожиданно, без предупреждения (тж. pop in)  22) (обыкн. pop up) (разг.) внезапно подняться, вскочить; выскочить наверх; неожиданно возникнуть  23) (обыкн. pop out) (разг.) неожиданно выйти; выскочить; внезапно погаснуть, потухнуть  24) записать, набросать (тж. pop down)  25) (разг.) нанести короткий визит, заглянуть (тж. pop along, pop around, pop down, pop in, pop over, pop round)  26) (on) (разг.) быстро надеть; накинуть; нахлобучить  27) (простореч.) закладывать  28) застегивать на кнопки  29) (разг.) рожать  30) (сл.) глотать пилюли, особ. содержащие наркотик   31) (разг.) (сокр.) от popular song хит  32) (разг.) модный, популярный, эстрадный (о музыке)  33) (часто пренебр.) массовый, популярный (особ. среди молодежи)  34) (P.) относящийся к поп-арту, поп-искусству  35) (разг.) дискуссионный клуб при Итонском колледже  36) (сокр.) от poppa"
10541;118136;polish;"1) полировка, шлифовка; отделка  2) лоск, глянец  3) полировка, полированная поверхность  4) политура, полировальный состав  5) лак, крем; мастика  6) лоск, изысканность (манер), внешний блеск  7) тонкость, изысканность; совершенство (слога)  8) (геол.) гладкая поверхность сброса; зеркало скольжения  9) полировать, шлифовать; наводить лоск, глянец  10) шлифоваться, поддаваться шлифовке; становиться гладким  11) чистить (обувь); натирать (паркет)  12) (тж. polish up) отшлифовать, придать внешний лоск, элегантность; делать более изысканным  13) (разг.) совершенствовать, улучшать; отделывать, шлифовать (слог и т. п.)"
2276;70080;peck;"1) пек  2) множество, масса, куча  3) клевок  4) легкий поцелуй  5) след клевка, укола, дырочка; углубление  6) (сл.) пища, харч  7) клевать, долбить клювом  8) (on) легко поцеловать, ""клюнуть""  9) выклевывать, продалбливать дырку  10) (разг.) мало есть, ""клевать""  11) (at) пилить, бранить, ""клевать"" (кого-либо)  12) копать киркой  13) долбить острым инструментом  14) (диал.) бросать камни  15) (диал.) бросаться камнями  16) (диал.) бросаться вперед (о лошади)"
488;68177;paddle;"1) гребок, байдарочное весло  2) байдарка  3) (спорт.) медленная гребля  4) лопасть или лопатка (гребного колеса); плица  5) лопатка, мешалка  6) валек (для стирки белья)  7) палка, трость (для телесных наказаний)  8) (сокр.) от paddle-boat колесный пароход  9) (сокр.) от paddle-wheel гребное колесо  10) (гидр.) затвор (шлюза)  11) (зоол.) плавник  12) (зоол.) ласт  13) (зоол.) плавательная пластинка  14) медленно грести  15) плыть на байдарке  16) перевозить на байдарке  17) передвигаться при помощи гребных колес  18) плыть (при помощи ласт, плавников)  19) побить, наказать палкой   20) шлепать по воде, плескаться  21) идти босиком по воде  22) (in, on, about, with) играть, перебирать руками  23) ковылять  24) (диал.) топтать  25) (уст.) вести себя легкомысленно, заниматься пустяками"
7595;117017;awe;"1) благоговейный страх, трепет, благоговение  2) трепет; глубокое почтение и страх  3) (возв.) внушать благоговение  4) (возв.) пугать, внушать ужас"
3179;67946;owe;"1) быть должным, задолжать (кому-либо)  2) иметь моральный долг (по отношению к кому-либо); быть в долгу (перед кем-либо)  3) испытывать какое-либо чувство  4) приписывть (успех)  5) быть обязанным (чем-либо кому-либо) "
2819;67574;overflow;"1) переливание через край  2) переполнение  3) разлив, наводнение  4) избыток  5) (тех.) наплыв из формы  6) водослив  7) (тех.) переливная труба  8) переливаться (через край)  9) разливаться; заливать, затоплять  10) выходить за пределы, переполнять  11) быть переполненным (чем-либо), изобиловать  12) переполненный"
3476;118049;offend;"1) обижать, оскорблять  2) оскорблять, вызывать раздражение, отвращение  3) вызывать, причинять боль; действовать на нервы, раздражать  4) нарушать (что-либо); погрешить (против чего-л.)  5) (юр.) совершить проступок, преступление  6) (библ.) сбивать с пути истинного, соблазнять  7) (библ.) служить камнем преткновения"
792;65432;offendedly;"с обидой; оскорбленно"
2651;122286;note down;1) записывать  2) заносить  3) делать заметки
2569;118022;note;"1) заметка, запись  2) примечание; сноска, ссылка  3) записка; короткое личное письмо  4) письменное уведомление  5) (дипломатическая) нота  6) (ком.) накладная  7) расписка  8) (фин.) (юр.) долговая расписка, простой вексель  9) (муз.) нота; тон  10) тон, нотка  11) звук; пение; крик  12) (уст.) музыка, мелодия  13) внимание  14) (разг.) нечто заслуживающее внимания  15) репутация, известность  16) отличительный признак; характерное свойство  17) (фин.) билет; кредитный билет  18) (фин.) (ам.) налоговые сертификаты казначейства  19) (фин.) банкнота, банковский билет  20) (бухг.) авизо  21) credit note кредитовое авизо  22) (полигр.) (шрифтовой) знак, не содержащий буквы  23) сигнал, знак; весть, извещение, уведомление  24) (редк.) условный знак, печать, клеймо  25) (сокр.) от note-paper  26) замечать, обращать внимание; примечать, подмечать  27) (офиц.) принимать к сведению; констатировать  28) делать заметки, записи, записывать  29) составлять примечания, пояснения, комментарии; аннотировать  30) упоминать; отмечает автор...  31) (фин.) опротестовать (вексель)  32) (редк.) обозначать, значить; указывать  33) (уст.) клеймить (позором), позорить "
872;63102;nest;"1) гнездо  2) выводок  3) стая, рой (насекомых)  4) родное гнездо, свой дом; пристанище, кров, прибежище  5) уютный уголок, гнездышко  6) (of) притон  7) шайка; сборище, банда; гнездо  8) (of) группа  9) (of) комплект предметов, вставляющихся в одно вместилище или друг в друга  10) (тех.) блок (зубчатых колес)  11) (геол.) карман  12) (воен.) (разг.) аэродром; база   13) вить гнездо; гнездиться  14) свить себе гнездо (тж. to nest oneself)  15) (тж. nest down) ютиться; укрываться  16) охотиться за гнездами, разорять гнезда (обыкн. to do nesting)  17) вставлять один предмет в другой"
4726;61793;mug;"1) кружка  2) прохладительный напиток  3) (груб.) морда, рыло, харя  4) (груб.) рот  5) (груб.) гримаса  6) (разг.) гримасничать  7) (разг.) (театр.) переигрывать  8) (разг.) (ам.) фотографировать (особ. преступников для полицейского архива)  9) (разг.) (ам.) нападать сзади, обхватывая шею рукой, схватить сзади за горло (с целью ограбления)  10) (разг.) простак; простофиля; балбес  11) (разг.) новичок (в игре)   12) (унив.) (школ.) (жарг.) зубрила  13) (унив.) (школ.) (жарг.) экзамен  14) (унив.) (школ.) (жарг.) зубрить, усиленно готовиться к экзамену (часто mug up)  15) (диал.) моросить"
4694;61761;muddle on;действовать наобум, без плана
4692;61759;muddle along;действовать наобум, без плана
4691;61758;muddle about;"болтаться, бесцельно возиться; мешкать"
5578;117979;muddle;"1) неразбериха; беспорядок  2) путаница, ""каша в голове""  3) смешанное общество, компания  4) (часто muddle up, muddle together) путать; смешивать; вносить беспорядок; нарушать порядок  5) портить, делать кое-как  6) возиться (без толку); копаться  7) смущать, сбивать с толку; путать (мысли); помрачить (сознание); пьянить; одурманивать  8) делать речь нечеткой  9) мутить, загрязнять (жидкость)  10) мешать, помешивать (жидкость, напиток)  11) мешать краски; нарушать чистоту цвета  12) (редк.) делать грязную работу  13) (уст.) валяться, барахтаться в грязи"
4177;61211;moor;"1) моховое болото, заболоченная местность  2) местность, поросшая вереском  3) охотничье угодье  4) (мор.) ставить или становиться на мертвый якорь; ставить или становиться на два якоря; швартоваться  5) (ав.) крепить (самолет); пришвартовывать (дирижабль)"
261;61210;Moor;"1) марроканец; марроканка  2) (ист.) мавр; мавританка  3) мусульманин"
6111;129739;meddlesomeness;1) навязчивость  2) надоедливость
1964;58871;meddlesome;вмешивающийся не в свои дела, надоедливый, назойливый, навязчивый, сующий всюду свой нос
5867;123850;meddle in;впутываться
1961;58868;meddle;"1) вмешиваться; соваться не в свое дело  2) трогать то, что не положено "
229;53615;label;"1) ярлык; этикетка; бирка; наклейка  2) ярлык; клеймо; постоянный эпитет или прозвище  3) (разг.) фабричная марка (особ. на грампластинках и одежде)  4) помета (стилистическая, грамматическая)  5) (архит.) слезник  6) (геод.) алидада-высотомер  7) (юр.) (уст.) кодицил, дополнение к завещанию  8) (физ.) меченый атом  9) прикреплять ярлык, этикетку; наклеивать, приклеивать, навешивать бирку (с адресом на свой багаж)  10) наклеивать ярлык; давать прозвище; креймить  11) (физ.) метить (атом)"
3476;51504;itch;"1) зуд  2) (the itch) чесотка  3) непреодолимое желание, жажда (чего-л.); стремление (к чему-л.); страсть, вожделение  4) чесаться, зудеть; свербеть  5) испытывать зуд, непреодолимое желание  6) вызывать зуд  7) досаждать, раздражать "
4560;47061;hum;"1) жужжание  2) гудение, гул; глухой шум; рокот, рокотание  3) нестройный шум, ропот  4) мурлыканье, напевание  5) хмыканье  6) (рад.) фон, помехи,  7) жжужать  8) рокотать, гудеть  9) хмыкать, гмыкать  10) мямлить, запинаться, мекать  11) напевать, петь без слов, мурлыкать; петь с закрытым ртом  12) (разг.) быть деятельным, развивать бурную деятельность  13) хм!, гм! (выражает сомнение, недовольство, нерешительность)  14) (сл.) вонь, скверный запах  15) (сл.) вонять, скверно пахнуть  16) (разг.) обман, надувательство, розыгрыш  17) (разг.) надувать, разыгрывать"
4436;46930;hover;"1) парение; свободный полет  2) ожидание; неопределенное положение; состояние неопределенности, ""подвешенное"" состояние  3) (диал.) нависший берег; яма под берегом (где прячется рыба)  4) (с-х.) брудер, элевеза  5) парить (о птице)  6) парить, кружить, зависать, находиться в режиме висения (о вертолете)  7) нависать, окутывать (об облаках)  8) нависать, застывать (над чем-л)  9) нависать, угрожать (об опасности)  10) (over, around) вертеться, болтаться; ходить вокруг кого-л, топтаться, толпиться вокруг кого-л  11) быть на краю (чего-л); постоянно подвергаться угрозе (чего-л)  12) колебаться, не решаться, мешкать  13) сидеть на яйцах, высиживать  14) прикрывать (телом, крыльями)"
1795;44111;heap;"1) куча, груда  2) (разг.) масса, уйма, множество  3) (разг.) старый автомобиль, драндулет, колымага  4) (горн.) отвал, терриконик   5) нагромождать; складывать, сваливать в кучу (тж. heap up, heap together)  6) накапливать, скапливать (тж. heap up)  7) накапливаться, собираться в кучу (тж. heap up)  8) (with) нагружать, наполнять  9) сыпать, осыпать "
1497;43804;haunt;"1) часто посещаемое, любимое место  2) убежище, пристанище, приют  3) (уст.) частое посещение (какого-л. места)  4) место кормления или логовище животных, птиц и т. п.  5) притон  6) (диал.) место, посещаемое привидениями  7) (диал.) привидение  8) (диал.) привычка, обыкновение  9) часто посещать, навещать (какое-л. место), часто бывать (где-л., у кого-л.)  10) появляться, обитать (о привидении, призраке и т. п.)  11) ходить по пятам (за кем-л.), не отходить ни на шаг (от кого-л.), преследовать  12) преследовать, тревожить; терзать, не давать покоя (о мыслях и т. п.)"
5728;117631;hang;"1) вид; способ подвески; манера  2) (разг.) общий смысл, значение; суть  3) склон, скат, наклон  4) склонность, предрасположение  5) пауза, перерыв, остановка, заминка; замедление  6) (диал.) то, что свисает, висит  7) (спорт.) вис   8) вешать, подвешивать; развешивать  9) висеть  10) выставлять картины  11) вешать, казнить  12) быть повешанным  13) (уст.) повеситься  14) навешивать; приклеплять, приделывать; устанавливать, ставить  15) быть прикрепленным, навешенным; быть установленным  16) привязывать, подвешивать  17) нависать; висеть над  18) нависать, грозить  19) парить, висеть в воздухе  20) болтаться  21) лежать, сидеть  22) спускаться  23) увешивать, украшать  24) часто pass усеивать  25) зависеть; быть связанным  26) everything hangs on his answer все зависит от его ответа  27) (on, upon) опереться  28) (on) (спорт.) (разг.) ""висеть"" (на противнике), ""держаться"" (за противником)  29) (about, around) окружать, группироваться; льнуть  30) (about, around) увиваться; не отставать  31) (разг.) (on) приклеивать (кличку, прозвище и т. п.)  32) (сл.) ударить  33) (разг.) слоняться; шататься  34) колебаться; находиться в промежуточном положении  35) (мор.) удерживать на месте  36) (тех.) застревать  37) зависать  38) (ам.) (юр.) застопорить работу присяжных  39) не прийти к единому мнению "
5789;117692;hand;"1) рука, кисть руки  2) лапа, передняя нога  3) лапа  4) клешня  5) указатель  6) сторона, направление, положение  7) источник  8) стрелка  9) крыло  10) (ком.) пучок, связка  11) окорок  12) повод, поводья, узда  13) ладонь, хенд (мера длины, равная четырем дюймам; = 10,16 см)  14) фактура (ткани и т. п.)  15) (часто мн.ч.) рабочий, работник  16) матрос  17) (мор.) команда, экипаж  18) группа, компания  19) автор; исполнитель  20) мастер своего дела; искусник, умелец; дока; человек, имеющий большой опыт в чем-л.  21) умение, ловкость, мастерство; манера исполнения  22) почерк  23) подпись  24) помощь  25) роль, участие, доля  26) (театр.) (разг.) аплодисменты  27) контроль; власть, твердая рука  28) (обыкн мн.ч.) владение; распоряжение  29) попечение, забота  30) согласие, обещание  31) согласие или предложение вступить в брак  32) (карт.) карты, находящиеся на руках у одного игрока  33) (карт.) игрок, рука  34) (карт.) партия; кон   35) ручной  36) сделанный вручную, ручным способом  37) переносный  38) наручный, для ношения на руке  39) в грам. знач. нареч. вручную  40) передавать; вручать  41) дотрагиваться, касаться  42) провести за руку; помочь  43) (разг.) отдавать должное  44) признать себя побежденным, уступить  45) (мор.) убрать"
3122;41860;groan;"1) стон  2) глухой треск, скрип  3) гул неодобрения, недовольства (в зале); бормотание, ворчание; жалоба  4) стонать; тяжело вздыхать; охать  5) выражать недовольство; ворчать; охать  6) томиться, стонать под гнетом (чего-либо), страдать под тяжестью  7) ломиться под тяжестью  8) со стонами, со вздохами рассказывать  9) скрипеть под тяжестью  10) издавать глухой звук, треск; скрипеть  11) (for) томиться; жадно стремиться, жаждать"
4033;119249;grin;"1) оскал зубов, усмешка  2) ухмыляться, широко улыбаться; скалить зубы  3) выражать улыбкой  4) оскалиться  5) (ам.) просвечивать, проглядывать "
2841;41554;grease;"1) топленое сало; жир  2) смазочное вещество; густая, консистентная смазка  3) (разг.) лесть  4) (разг.) взятка  5) (вет.) мокрец, подсед (у лошади)  6) (с-х.) жиропот  7) сало (начало образования льда на воде)   8) смазывать, намазывать  9) замасливать, засаливать  10) (разг.) подкупать, ""смазывать"", ""подмазывать"" "
566;34311;fancy;"1) фантазия, воображение  2) воображаемый, мысленный образ; иллюзия, мечта  3) прихоть, каприз  4) вкус, склонность, пристрастие  5) понимание, (художественный) вкус  6) (the fancy) (собир.) энтузиасты, любители; болельщики  7) причудливый, затейливый, прихотливый, фантастический  8) орнаментальный, украшенный; фасонный  9) фигурный, непростой  10) модный; изысканный, высшего качества  11) фантастический, экстравагантный  12) (о животном или растении) обладающий особыми свойствами; выведенный для получения особых свойств  13) пестрый, многоцветный (о растении)  14) воображать, представлять себе  15) предполагать, полагать  16) нравиться, любить  17) (разг.) быть высокого мнения о себе, быть самодовольным, ""воображать"" (обыкн. to fancy oneself)  18) воображать; напрасно надеяться  19) выводить вид животного или растения для получения особых свойств"
2089;25570;deploy;1) (воен.) развертывать  2) (воен.) развертываться, расчленяться  3) размещать (ядерное оружие и т. п.)  4) запускать (с космического корабля на орбиту)
4393;114937;empty;"1) порожняя тара  2) порожний вагон, грузовик  3) (мн.ч.) (ж-д.) порожняк  4) пустой, незаполненный, порожний  5) необитаемый, нежилой (о доме, и т. п.)  6) без груза, порожний (о транспорте)  7) (тех.) без нагрузки, холостой  8) (физ.) вакантный, незанятый, незаполненный  9) пустопорожний, бессодержательный  10) легковесный, несерьезный (о замысле и т. п.)  11) легкомысленный, пустой (о человеке)  12) (разг.) голодный, с пустым желудком  13) опорожнять, осушать (стакан)  14) выливать; высыпать  15) переливать, пересыпать (во что-л)  16) выгружать; сливать (топливо из баков)  17) впадать (о реке; (тж.) to empty oneself)  18) пустеть"
5369;28925;drip;"1) капанье, стекание капель  2) there is a drip of rain from the eaves с карнизов капает  3) капель  4) шум падающих капель  5) капля  6) (горн.) капеж  7) (стр.) слезник; отливина  8) (мед.) капельное внутривенное вливание  9) капать; стекать  10) источать  11) истекать  12) (простореч.) подонок, дрянь  13) растяпа, тряпка; слюнтяй  14) слезливая чувствительность, слюнтяйство"
6490;117348;dust;"1) пыль  2) пылинка  3) щепотка  4) туча, облако пыли  5) шум, суматоха  6) прах, бренные останки; тлен  7) (разг.) деньги, звонкая монета  8) (австрал.) (разг.) мука  9) (бот.) пыльца  10) dust-brand   11) стирать, смахивать пыль; выбивать, выколачивать пыль; обметать; стряхивать, счищать (тж. dust off)  12) посыпать, обсыпать (порошком, мукой); опылять  13) сыпать, подсыпать  14) запылить  15) (ам.) (разг.) нестись, мчаться; перегонять; оставлять позади (тж. to dust it)  16) (разг.) втирать очки "
9684;23220;curl;"1) локон, завиток  2) вьющиеся волосы  3) завивка  4) завиток, спираль  5) завихрение, вихрь, вихревое кольцо; кольцо дыма  6) курчавость  7) (тех.) вихрь, ротор  8) гребень разрушающейся волны   9) завивать, крутить, закручивать  10) завиваться, виться  11) виться, клубиться  12) (разг.) сжиматься; отшатываться  13) (шотл.) играть в керлинг "
9757;23293;curve;"1) (спец.) кривая  2) изгиб, поворот; излучина  3) вираж  4) кривая  5) график, диаграмма  6) кривизна; изогнутость  7) лекало  8) круглые скобки  9) (ам.) финт (в бейсболе)  10) (ам.) хитрость, уловка  11) (ам.) финт; коварный прием  12) гнуть, сгибать, изгибать  13) гнуться, сгибаться, изгибаться"
10601;114668;concern;"1) отношение, касательство  2) беспокойство, забота, тревога  3) участие, интерес  4) дело, фирма, предприятие; концерн  5) доля, пай; участие  6) важность, значание  7) (мн.ч.) дела  8) (уст.) (разг.) вещь, штука  9) касаться (в рассказе); описывать  10) касаться, затрагивать, иметь касательство, отношение  11) беспокоить, волновать; заботить  12) интересоваться, заниматься"
4798;18225;clip;"1) зажим; скрепка  2) скрепа; скоба  3) зажимные клещи; щипцы  4) клипс (брошь)  5) (воен.) обойма  6) зажимать, сжимать; захватывать  7) скреплять (скрепкой)  8) стрижка  9) настриг шерсти  10) (шотл.) ножницы (для стрижки овец)  11) (разг.) сильный удар; тумак, затрещина  12) (разг.) быстрота (движения)  13) вырезка (из газеты)  14) отрывок из фильма  15) случай, раз  16) сокращенное слово  17) стричь; подрезать, обрезать, отрезать (ножницами)  18) урезать, сокращать  19) делать вырезки (из газет, журналов)  20) проглатывать, пропускать (буквы, слова)  21) сокращать (слова)  22) пробивать, компостировать (билет)  23) (разг.) ударить кулаком, дать тумака  24) (разг.) обманывать, надувать  25) (сл.) обворовывать, обчищать, обирать (особ. о карманных ворах)  26) обсчитывать (в клубах, ресторанах)"
3700;17057;choke;"1) (несъедобная) сердцевина артишока  2) удушье; припадок удушья  3) удушение  4) то, что душит  5) завязанный конец (мешка)  6) (тех.) воздушная заслонка, дроссель  7) (эл.) дроссельная катушка  8) душить  9) задыхаться  10) давиться (от кашля); подавиться; поперхнуться; захлебнуться  11) заглушать  12) засорять, забивать, загромождать  13) закупоривать  14) набивать до отказа (мешок); наполнять  15) (тех.) дросселировать  16) (тех.) заглушать  17) (тех.) засорять  18) (разг.) потерять голову; расстеряться  19) перестать (делать что-л)"
6901;114458;bump;"1) глухой удар; столкновение  2) шишка, выпуклость  3) шишка (во френологии)  4) (разг.) способность  5) (ав.) воздушная яма; (мн.ч.) (сл.) болтанка  6) (хим.) вскипание с толчками  7) (сл.) вихляние тазом, эротическое движение в танце (в стриптизе и т. п.)  8) (разг.) снятие с должности  9) (разг.) повышение по службе; ""пинок наверх""  10) сильно; с шумом  11) (against, into) ударяться; налетать, наталкиваться  12) ударять  13) (спорт.) победить в парусной гонке  14) прыгать, скакать  15) (ам.) (воен.) (жарг.) обстреливать  16) (разг.) выгнать, убрать, снять (с должности и т. п.); отвести (кандидата); провалить (на выборах)  17) (разг.) снять (пассажира с самолета); не предоставить (заказанного) места (в самолете)"
5649;12790;bruise;"1) ушиб; синяк, кровоподтек  2) вмятина, выбоина  3) помятость, побитость (плодов)  4) оскорбление чувств  5) ушибать; подставлять синяки  6) задевать, оскорблять  7) помять, побить (фрукты)  8) помяться, побиться (о фруктах)  9) толочь  10) (охот.) мчаться, не разбирая дороги (тж. bruise along)  11) (уст.) драться на кулачках"
5023;12120;branch;"1) ветка (дерева)  2) ребенок, отпрыск  3) отрасль (промышленности, науки и т. п.)  4) филиал, отделение  5) линия, ветвь (родства)  6) рукав (реки)  7) (ам.) приток; ручей  8) ответвление (дороги и т. п.)  9) отрог (горной цепи)  10) (геол.) крыло (складки)  11) (воен.) род войск; служба (тж. branch of the service)  12) (ам.) отдел, отделение (в штабе)  13) (B.) (ам.) (полит.) власть (тж. B. of Government)  14) (тех.) отвод; тройник  15) (комп.) ветвь (дерева, программы)  16) (комп.) переход, операция перехода   17) раскидывать ветви (тж. branch forth, branch out)  18) разветвляться, расходиться (тж. branch off, branch away, branch out)  19) сделать ответвление (коммуникации и т. п.; (тж.) branch off)  20) быть порождением, возникать из чего-л.  21) вышивать узор из цветов, веток, листьев"
5002;12102;brake;"1) тормоз  2) рукоятка (насоса)  3) тормозить  4) (бот.) папоротник (Pteris gen.)  5) чаща; заросли кустарника  6) трепало (для льна, пеньки)  7) тестомешалка  8) большая борона  9) мять, трепать (лен)  10) месить тестомешалкой  11) разбивать комья (бороной)  12) станок для ковки лошадей  13) (ист.) дыба  14) (уст.) (p.) от break"
6949;117061;bow;1) лук (оружие)  2) лучники, стрелки из лука  3) что-либо имеющее форму дуги  4) (стр.) арка  5) радуга  6) смычок  7) удар смычка  8) лучок дрели или пилы  9) седельная лука, арчак  10) бант  11) галстук, особ. галстук-бабочка  12) (спец.) лекало  13) (спец.) токоприемник, бугель (электровоза)  14) (архит.) эркер  15) (ам.) заушник (очков)  16) (ам.) металлическое кольцо, используемое в качестве ручки(в ножницах, ключе, часах и т. п.)   17) владеть смычком  18) поклон  19) кланяться  20) кивнуть, наклонением головы выразить (что-либо)  21) подчиняться (тж. bow down)  22) преклоняться (тж. bow down)  23) (тж. bow down) (диал.) гнуть, сгибать, наклонять  24) (тж. bow down) (диал.) гнуться, сгибаться, наклоняться   25) нос (корабля, дирижабля)  26) баковый гребец (ближний к носу)
4569;11646;boreal;(астр.) бореальный, северный, арктический
4567;11645;bore;"1) высверленное или расточенное отверстие  2) (горн.) скважина, шпур  3) (воен.) канал ствола  4) (воен.) калибр оружия  5) сверлить, растачивать  6) поддаваться сверлению  7) бурить  8) с трудом прокладывать себе путь; протискиваться  9) вытягивать голову (о лошади)  10) (спорт.) (жарг.) оттолкнуть, отпихнуть  11) (спорт.) (жарг.) вывести своего противника из состязания   12) скука  13) скучный человек; зануда  14) надоедать; наскучить  15) (p.) от bear  16) бор (приливный вал в устье реки)"
4032;11089;boast;1) хвастовство, похвальба  2) предмет гордости  3) хвастать, хвастаться, похваляться  4) гордиться  5) грубо обтесывать (камень)  6) удар за боковую линию (в теннисе)  7) послать мяч за боковую линию (в теннисе)
3992;11045;blush;"1) краска стыда, смущения  2) розоватый цвет или отблеск  3) багрянец, красный цвет   4) краснеть, заливаться краской от смущения, стыда; смущаться  5) смущать, вгонять в краску"
3832;10879;blot;"1) пятно  2) клякса, помарка; неясное, стершееся место в тексте  3) пятно, позор, бесчестье  4) что-л уродливое, громоздкое, неприятное для глаза  5) делать кляксы, пачкать  6) пачкаться, становиться грязным  7) стирать, вычеркивать; смазывать написанное, вымаривать  8) заглаживать  9) затмевать, затемнять, заслонять  10) пятнать, бесчестить  11) промакивать (промокательной бумагой)  12) малевать   13) незащищенная шашка (в игре в триктрак)  14) уязвимое, слабое место"
3591;10635;bleach;"1) хлорная, белильная известь  2) отбеливающее вещество  3) отбеливание, беление  4) белить, отбеливать  5) обесцвечивать  6) побелеть; обесцветиться"
297;109655;yolk;"1) желток (яйца)  2) сердцевина; суть, сущность  3) (спец.) жиропот, ланолин"
1792;108168;wig;"1) парик  2) тупей  3) волосы, шевелюра  4) (разг.) должностное лицо в парике (судья и т. п.); сановник, шишка  5) (разг.) взбучка, нагоняй  6) (ам.) (сл.) голова, мозги  7) (ам.) (сл.) интеллигент, умник   8) надевать парик; снабжать париками (актеров)  9) (разг.) давать взбучку, нагоняй; отчитывать  10) (ам.) (сл.) надоедать (кому-л.); приставать  11) (ам.) (сл.) наслаждаться (особ. музыкой); блаженствовать"
